url,text_contentDate,claimDate,Y,publisher.name,text_en,claimant_en
https://factual.afp.com/ar/node/7791,27-01-2020,26-01-2020,FALSE,AFP Factual,Market in Wuhan where coronavirus originated,multiple sources
https://www.factcheck.org/2020/01/comedian-sam-hyde-not-behind-spread-of-coronavirus/,27-01-2020,23-01-2020,FALSE,FactCheck.org,“[A]uthorities have identified that the international chemical-warfare terrorist ‘Samuel Whitcomb Hyde’ is behind the deadly China ‘coronavirus.'”,facebook post
https://www.factcheck.org/2020/01/misinformation-on-coronavirus-death-toll/,27-01-2020,24-01-2020,FALSE,FactCheck.org,"“CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.”",the geller report
https://ici.radio-canada.ca/nouvelle/1493617/coronavirus-laboratoire-complot-brevet-vaccin-bill-gates,27-01-2020,21-01-2020,FALSE,Radio-Canada.ca,The coronavirus happening in China was invented in the laboratory and a patent exists on this virus,jordan sather
https://factcheck.kz/health/manipulyaciya-izrailskij-ekspert-svyazal-koronavirus-s-biologicheskim-oruzhiem/,27-01-2020,26-01-2020,MOSTLY FALSE,Factcheck.kz,Israeli expert Dany Shoham coronavirus linked to biological weapons,
https://www.truthorfiction.com/can-you-get-coronavirus-from-wish-com-products/,27-01-2020,26-01-2020,MOSTLY FALSE,Truth or Fiction?,"Wish.com ships all products from Wuhan, China, and Wish.com products might cause you to contract coronavirus.",person
https://www.ellinikahoaxes.gr/2020/01/27/giatros-den-katerreuse-eksaitias-tou-koronaiou/,27-01-2020,26-01-2020,FALSE,Ellinika Hoaxes,Doctor dies of the coronavirus in hospital in wuhan.,"despina vlepaki, lida kaloglou reportage open tv"
https://checamos.afp.com/o-mercado-do-video-fica-na-indonesia-e-nao-na-china-onde-surgiu-nova-cepa-do-coronavirus,28-01-2020,27-01-2020,FALSE,Checamos,"This video shows the Wuhan market, which would have emerged the new coronavirus",multiple sources
https://teyit.org/koronavirusun-asisini-buldugu-iddia-edilen-turk-doktor/,28-01-2020,27-01-2020,FALSE,Teyit.org,"CLAIM: Photographs, which improves the coronavirus vaccine in the United States shows Turkish doctor.",social media
https://factuel.afp.com/nouveau-coronavirus-attention-aux-fausses-captures-decran-sur-les-reseaux-sociaux,28-01-2020,27-01-2020,FALSE,AFP Factuel,A case of coronavirus in a clinic in Agen,multiple sources
https://correctiv.org/faktencheck/medizin-und-gesundheit/2020/01/28/nein-bill-gates-hat-kein-patent-auf-das-neue-coronavirus-oder-den-ausbruch-mit-65-millionen-toten-vorhergesagt/,28-01-2020,,MOSTLY FALSE,Correctiv,"There are patents on the current coronavirus, among others Bill Gates has one and he has also predicted the outbreak.",
https://checamos.afp.com/o-coronavirus-que-afeta-china-nao-foi-criado-pelos-eua-patente-citada-como-prova-e-para-tipo,28-01-2020,24-01-2020,FALSE,Checamos,This patent proves that the US government created the coronavirus which currently affects China,multiple sources
https://factuel.afp.com/une-solution-saline-permet-de-contrer-le-coronavirus-chinois-des-experts-et-loms-refutent,28-01-2020,22-01-2021,FALSE,AFP Factuel,Drinking saline solution can protect you from coronavirus that broke out in Wuhan,multiple sources
https://teyit.org/fotografin-koronavirus-tasiyan-birinin-kolunu-gosterdigi-iddiasi/,28-01-2020,23-01-2020,FALSE,Teyit.org,CLAIM: Photo shows a person's arm carrying coronaviruses.,twitter
https://www.boomlive.in/health/can-avoiding-ice-creams-and-cold-drinks-for-90-days-prevent-coronavirus-6689,28-01-2020,28-01-2020,FALSE,BOOM,Avoid ice cream and cold drinks for 90 days to avoid Coronavirus,social media
https://teyit.org/koronavirusun-panzehirinin-uzum-sirkesi-oldugu-iddiasi/,28-01-2020,,FALSE,Teyit.org,CLAIM: Grape Vinegar sees the antidote to function against coronaviruses.,Yeni Akit
https://factuel.afp.com/ce-marche-nest-pas-celui-ou-est-apparu-le-coronavirus-en-chine-mais-un-marche-indonesien,28-01-2020,26-01-2020,FALSE,AFP Factuel,The market in China where the coronavirus appeared,multiple sources
https://www.boomlive.in/health/false-this-video-does-not-show-effects-of-coronavirus-6685,28-01-2020,28-01-2020,FALSE,BOOM,Video Shows Effects Of Coronavirus,facebook posts
https://www.politifact.com/factchecks/2020/jan/28/blog-posting/websites-spin-conspiracy-theory-about-coronavirus-/,28-01-2020,26-01-2020,FALSE,PolitiFact,"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""",bloggers
https://www.politifact.com/factchecks/2020/jan/28/blog-posting/no-evidence-chinese-officials-will-say-coronavirus/,28-01-2020,25-01-2020,FALSE,PolitiFact,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""",bloggers
https://www.factcheck.org/2020/01/coronavirus-wasnt-sent-by-spy-from-canada/,28-01-2020,25-01-2020,FALSE,FactCheck.org,"“A husband and wife Chinese spy team were recently removed from a Level 4 Infectious Disease facility in Canada for sending pathogens to the Wuhan facility.""",viral meme
https://www.boomlive.in/health/hoax-alert-viral-emergency-notification-on-coronavirus-is-fake-6682,28-01-2020,28-01-2020,FALSE,BOOM,Ministry of Healths emergency notification to public for coronavirus,social media
https://www.newtral.es/no-hay-ninguna-alerta-de-coronavirus-en-madrid-valencia-o-barcelona-lo-difunde-una-cuenta-falsa-de-twitter-que-se-hace-pasar-por-el-pais/20200128/,28-01-2020,,FALSE,Newtral,"Alert coronavirus in Madrid, Valencia and Barcelona",
https://factcheck.aap.com.au/social-media-claims/saudi-mers-vaccine-study-is-not-related-to-2020-coronavirus-outbreak,28-01-2020,25-01-2020,FALSE,AAP FactCheck - Australian Associated Press,"A post seeks to link a Saudi Arabian MERS vaccine study to the current coronavirus outbreak that originated in Wuhan, China.",
https://cekfakta.com/focus/3560,28-01-2020,,MOSTLY FALSE,Cekfakta,[ONE] Air Stew Garlic Cure Corona Virus,
https://www.newtral.es/coronavirus-el-video-que-dice-mostrar-imagenes-del-mercado-de-wuhan-esta-grabado-en-indonesia/20200128/,28-01-2020,,FALSE,Newtral,Coronavirus: video market Wuhan,
https://cekfakta.tempo.co/fakta/582/fakta-atau-hoaks-benarkah-pasien-virus-corona-wuhan-bisa-sembuh-dengan-minum-air-bawang-putih,28-01-2020,27-01-2020,MOSTLY FALSE,Cek Fakta Tempo.co,Patients infected with 2019-nCoV Corona virus can be cured by drinking boiled water garlic,circulating on facebook
https://cekfakta.com/focus/3558,28-01-2020,,MOSTLY FALSE,Cekfakta,[ONE] Tadpoles fed Correlation Video Children Living with Corona Virus,
https://www.newtral.es/es-falso-que-haya-informes-sobre-mas-de-10-000-muertos-en-wuhan-a-causa-del-coronavirus/20200129/,29-01-2020,,FALSE,Newtral,"There are reports of more than 10,000 dead in Wuhan because of the Coronavirus",
https://factual.afp.com/el-nuevo-coronavirus-no-fue-creado-en-eeuu-las-patentes-citadas-modo-de-prueba-no-corresponden-al,29-01-2020,22-01-2020,FALSE,AFP Factual,Coronavirus was created by the US CDC Patent,multiple sources
https://teyit.org/the-simpsons-cinde-ortaya-cikan-koronavirusu-onceden-bildi-mi/,29-01-2020,27-01-2020,FALSE,Teyit.org,CLAIM: I already know the sequence of The Simpsons is the coronavirus outbreak in China.,abc newspaper
https://teyit.org/koronavirusun-2018de-venom-filminde-anlatildigi-iddiasi/,29-01-2020,28-01-2020,FALSE,Teyit.org,CLAIM: coronavirus told Venom movie shot in 2018.,social media
https://piaui.folha.uol.com.br/lupa/2020/01/29/verificamos-resident-evil/,29-01-2020,29-01-2020,FALSE,Uol,Left - The symbol of the company where the coronavirus is expressed. Right - Umbrella Corporation in Resident Evil with the damn virus 'C' which spread Racoon City. And 'Racoon' is an anagram of CORONA. What world!,post no facebook
https://politica.estadao.com.br/blogs/estadao-verifica/paciente-com-coronavirus-nao-morde-cuidado-com-os-boatos/,29-01-2020,29-01-2020,FALSE,Política - Estadão,Patient medical coronavirus bit jugular in the United States,rumors of social networks
https://factuel.afp.com/ce-ne-sont-pas-des-passants-frappes-par-le-nouveau-coronavirus-en-chine-mais-une-performance,29-01-2020,29-01-2020,FALSE,AFP Factuel,"A street scene in ""China Now""",montacer farah
https://hindi.boomlive.in/fake-news/hoax-alert-viral-emergency-notification-on-coronavirus-is-fake-6698,29-01-2020,29-01-2020,TRUE,BOOM,Healthy Ministry has issued an advisory to the security of coronavirus,social media
https://www.factcheck.org/2020/01/new-coronavirus-wasnt-predicted-in-simulation/,29-01-2020,24-01-2020,FALSE,FactCheck.org,“BILL AND MELINDA GATES FOUNDATION & OTHERS PREDICTED UP TO 65 MILLION DEATHS VIA CORONAVIRUS — IN SIMULATION RAN 3 MONTHS AGO!”,infowars
https://bangla.boomlive.in/health/coronavirus-patented-why-social-media-posts-are-misleading-6694,29-01-2020,29-01-2020,MOSTLY FALSE,BOOM,The coronavirus is the US Patent,social media
https://periksafakta.afp.com/video-ini-menunjukkan-pasar-langowan-di-indonesia-bukan-pasar-di-wuhan-tiongkok-di-mana-virus-corona,29-01-2020,27-01-2020,FALSE,Periksa Fakta,"Market in Wuhan, a city in China, where a new corona virus originated",various sources
https://cekfakta.com/focus/3565,29-01-2020,,MOSTLY FALSE,Cekfakta,[ONE] Coronavirus Have Patents,
https://www.boatos.org/mundo/coronavirus-28-milhoes-infectados-matou-112-mil-pessoas-china.html,29-01-2020,,FALSE,Boatos.org,Most urgent: 2.8 million INFECTED coronavirus China (112 thousand deaths already) HIDING media.,message on social networks
https://factly.in/no-the-girl-in-the-video-has-not-died-due-to-coronavirus/,29-01-2020,28-01-2020,FALSE,Factly,A girl dying of Coronavirus.,social media post
https://cekfakta.tempo.co/fakta/586/fakta-atau-hoaks-benarkah-kemenkes-imbau-untuk-cegah-virus-corona-dengan-minum-air-hangat,29-01-2020,27-01-2020,MOSTLY FALSE,Cek Fakta Tempo.co,Ministry of Health issued an appeal to prevent the Corona virus infection by drinking warm water,circulating on facebook and whatsapp
https://www.altnews.in/video-of-parasite-removal-from-a-persons-lip-falsely-linked-with-coronavirus/,29-01-2020,20-06-2016,FALSE,Alt News,Corona virus video of worm removed from lipq,social media
https://youturn.in/factcheck/corona-virus-whatsapp-forward.html,29-01-2020,,FALSE,YouTurn,"Most Urgent,Very Serious, Important information📣

Ministry of health’s emergency notification to the public that the Coronavirus influenza outbreak this time is very very serious & fatal. There's no cure once you are infected.
Its spreading from China to various countries

Prevention method is to keep your throat moist, do not let your throat dry up. Thus do not hold your thirst because once your membrane in your throat is dried, the virus will invade into your body within 10 mins.
Drink 50-80cc warm water, 30-50cc for kids, according to age. Everytime u feel your throat is dry, do not wait, keep water in hand. Do not drink plenty at one time as it doesn’t help, instead continue to keep throat moist.
Till end of March 2020, do not go to crowded places, wear mask as needed especially in train or public transportation Avoid fried or spicy food and load up vitamin C.
The symptoms/ description are
1.repeated high fever
2.prolonged coughing after fever
3.Children are prone
4.Adults usually feel uneasy,*headache and mainly respiratory related
5: highly contagious🚨
Please share..!🙏😇","whatsapp , facebook users"
https://cekfakta.com/focus/3562,29-01-2020,,MOSTLY FALSE,Cekfakta,"[ONE] ""Allegedly Infected by Viruses Corona, The Doris Sylvanus Hospital Patient Insulated""",
https://namibiafactcheck.org.na/report/false-viral-message-about-coronavirus-is-a-global-hoax/,29-01-2020,,FALSE,Namibia Fact Check,"Most Urgent,Very Serious, Important information*📣 Ministry of health’s emergency notification to the public that the Coronavirus influenza outbreak this time is very very serious & fatal. There's no cure once you are infected. Its spreading from China to various countries Prevention method is to keep your throat moist, do not let your throat dry up. Thus do not hold your thirst because once your membrane in your throat is dried, the virus will invade into your body within 10 mins. Drink 50-80cc warm water, 30-50cc for kids, according to age. Everytime u feel your throat is dry, do not wait, keep water in hand. Do not drink plenty at one time as it doesn’t help, instead continue to keep throat moist. Till end of March 2020, do not go to crowded places, wear mask as needed especially in train or public transportation Avoid fried or spicy food and load up vitamin C. The symptoms/ description are 1.repeated high fever 2.prolonged coughing after fever 3.Children are prone 4.Adults usually feel uneasy,*headache and mainly respiratory related 5: highly contagious🚨 Pls share if you care for human life!",viral social media post
https://factly.in/keep-your-throat-moist-advisory-message-on-coronavirus-was-not-issued-by-the-health-ministry/,29-01-2020,28-01-2020,FALSE,FACTLY,Health Ministry's emergency notification asks people to keep their throat moist to prevent the Coronavirus attack.,social media post
https://cekfakta.tempo.co/fakta/583/fakta-atau-hoaks-benarkah-ini-video-kepanikan-warga-cina-karena-virus-corona,29-01-2020,24-01-2020,MOSTLY FALSE,Cek Fakta Tempo.co,Videos claimed as video panic among residents of China due to the Corona virus,circulating on social media
https://factcheck.aap.com.au/social-media-claims/post-makes-false-claims-about-coronavirus-in-foods-at-train-stations,29-01-2020,27-01-2020,FALSE,AAP FactCheck - Australian Associated Press,"A Facebook post from January 27, 2020 claims coronavirus has contaminated a list of food products and that several Sydney train stations ""have shown positive readings to the virus"".",
https://www.boatos.org/saude/coronavirus-10-mil-casos-confirmados-brasil-28-milhoes-mundo.html,29-01-2020,,FALSE,Boatos.org,URGENT: CHINA virus (coronavirus) infected in 10 MIL BRAZIL (number is higher) media mind. high alert - coronavirus - Global Pandemic - 28 million infected and 156 000 dead,message on social networks
https://cekfakta.tempo.co/fakta/585/fakta-atau-hoaks-benarkah-korban-meninggal-di-wuhan-akibat-virus-corona-mencapai-10-ribu-orang,29-01-2020,25-01-2020,MOSTLY FALSE,Cek Fakta Tempo.co,The death toll from the virus in Wuhan Corona reached 10 thousand people,youtube channel et indonesia
https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-site-distorce-entrevista-para-sugerir-possibilidade-de-criacao-de-arma-biologica/,30-01-2020,30-01-2020,FALSE,Política - Estadão,Coronavirus was created as a biological weapon,rumors of social networks
https://piaui.folha.uol.com.br/lupa/2020/01/30/verificamos-coronavirus-caidos/,30-01-2020,30-01-2020,FALSE,Uol,Coronavirus in China! True reality of China! Prevent up friends,post no facebook
https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-corrente-de-whatsapp-dissemina-informacoes-falsas-sobre-prevencao/,30-01-2020,30-01-2020,FALSE,Política - Estadão,Fennel prevents coronavirus,rumors of social networks
https://teyit.org/cinde-iki-gunde-hastane-insa-edildigi-iddiasi/,30-01-2020,29-01-2020,FALSE,Teyit.org,CLAIM: hospitals in the photo was built in two days to treat coronavirus in China.,social media
https://teyit.org/atasehir-fatih-sultan-mehmet-hastanesinde-koronavirus-tespit-edildigi-iddiasi/,30-01-2020,28-01-2020,FALSE,Teyit.org,CLAIM: Flat Fatih Sultan Mehmet Hospital coronavirus was detected.,social media
https://factuel.afp.com/non-boire-de-leau-ne-fait-pas-partie-des-mesures-de-prevention-contre-le-coronavirus,30-01-2020,29-01-2020,FALSE,AFP Factuel,Health authorities advise drinking water against the new coronavirus,lesly louis conde
https://hindi.boomlive.in/fake-news/coronavirus-indonesian-market-video-viral-as-wuhan-china-6713,30-01-2020,30-01-2020,FALSE,BOOM,China's Wuhan of that spread the virus from the market where,facebook and whatsaapp
https://bangla.boomlive.in/health/false-this-video-does-not-show-effects-of-coronavirus-6709,30-01-2020,30-01-2020,FALSE,BOOM,Video shows coronavirus response,facebook posts
https://www.boomlive.in/fake-news/young-woman-who-collapsed-in-malaysian-supermarket-died-of-heart-failure-not-coronavirus-6708,30-01-2020,30-01-2020,FALSE,BOOM,Video shows a girl collapsed and died after being infected by Coronavirus,facebook users
https://www.politifact.com/factchecks/2020/jan/30/facebook-posts/clorox-bottles-dont-prove-coronavirus-was-develope/,30-01-2020,28-01-2020,FALSE,PolitiFact,"Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",facebook posts
https://factcheck.afp.com/sri-lankan-authorities-say-man-suffered-condition-unrelated-novel-coronavirus,30-01-2020,28-01-2020,MOSTLY FALSE,AFP Fact Check,Man infected with coronavirus collapses in Colombo World Trade Center,multiple sources
https://factcheck.kz/health/lozh-koronavirus-vyveden-v-laboratorii-i-zapatentovan-v-ssha/,30-01-2020,24-01-2020,FALSE,Factcheck.kz,Coronavirus vaccine patented. Patent 2015 already refers to it,
https://www.newtral.es/el-ministerio-de-sanidad-no-ha-emitido-ninguna-notificacion-de-emergencia-sobre-el-coronavirus/20200130/,30-01-2020,,FALSE,Newtral,"The Ministry of Health has issued an ""emergency notification"" on coronavirus",
https://www.newtral.es/el-coronavirus-tambien-es-objeto-de-bulos-la-desinformacion-de-la-neumonia-de-wuhan/20200130/,30-01-2020,,FALSE,Newtral,"There are reports of more than 10,000 dead in Wuhan because of the Coronavirus",
https://cekfakta.tempo.co/fakta/587/fakta-atau-hoaks-benarkah-virus-corona-wuhan-hasil-perkawinan-virus-kelelawar-dan-virus-babi,30-01-2020,26-01-2020,MOSTLY FALSE,Cek Fakta Tempo.co,Corona Virus Wuhan is the marriage of a bat virus and swine virus,circulating on facebook
https://www.20minutes.fr/monde/2707359-20200131-coronavirus-non-fondation-bill-melinda-gates-predit-jusqu-65-millions-deces-lies-souche-chinoise,30-01-2020,30-01-2020,MOSTLY FALSE,20 Minutes,The Bill & Melinda Gates Foundation and others have predicted up to 65 million deaths Coronavirus - In a simulation performed there 3 months!,https://www.nouvelordremondial.cc/2020/01/28/la-fondation-bill-melinda-gates-et-dautres-ont-predit-jusqua-65-millions-de-deces-lies-au-coronavirus-dans-une-simulation-realisee-il-y-a-3-mois
https://www.newtral.es/un-video-de-otra-ciudad-china-usado-para-crear-alarma-sobre-el-coronavirus/20200130/,30-01-2020,,FALSE,Newtral,Video to create alarm about the coronavirus,
https://aosfatos.org/noticias/e-falso-que-fundacao-de-bill-gates-financiou-patente-do-novo-coronavirus/,30-01-2020,,FALSE,Aos Fatos,"Bill Gates funded the ""The Pirbright Institute"" owner of the patent Coronavirus",false news
https://cekfakta.tempo.co/fakta/589/fakta-atau-hoaks-benarkah-ada-pasien-yang-terinfeksi-virus-corona-di-indramayu-tarakan-dan-bandung,30-01-2020,27-01-2020,MOSTLY FALSE,Cek Fakta Tempo.co,"Hospitals in Indramayu, Tarakan and Bandung treating patients infected with the virus Corona Wuhan",circulating on facebook
https://namibiafactcheck.org.na/report/mostly-false-graphic-of-questionable-origin-misleads-with-coronavirus-facts/,30-01-2020,29-01-2020,MOSTLY FALSE,Namibia Fact Check,"The graphic purports to provide 'The Facts' about the latest coronavirus (2019-nCoV), but contains a number of errors and misleading information.",viral social media post
https://www.newtral.es/la-oms-no-ha-aconsejado-evitar-tener-sexo-sin-proteccion-con-animales-para-evitar-el-contagio-del-coronavirus/20200130/,30-01-2020,,FALSE,Newtral,"WHO advises ""avoid unprotected sex"" with animals to prevent the spread of the coronavirus",
https://www.politifact.com/factchecks/2020/feb/05/viral-image/no-lysol-label-doesnt-prove-coronavirus-isnt-new/,31-01-2020,31-01-2020,FALSE,PolitiFact,The coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”,viral image
https://www.newtral.es/no-hay-pruebas-de-que-bill-gates-sea-el-propietario-de-la-patente-de-la-nueva-cepa-del-coronavirus/20200131/,31-01-2020,,FALSE,Newtral,Bill Gates is the owner of the patent of the new strain of coronavirus,
https://cekfakta.tempo.co/fakta/591/fakta-atau-hoaks-benarkah-puluhan-orang-yang-tergeletak-ini-warga-cina-yang-terkena-virus-corona,31-01-2020,29-01-2020,MOSTLY FALSE,Cek Fakta Tempo.co,Photos of dozens of people lying in the street who claimed to be citizens of Corona virus-infected China Wuhan,circulating on facebook
https://colombiacheck.com/chequeos/el-coronavirus-no-ha-llegado-cucuta,31-01-2020,,FALSE,ColombiaCheck,The coronavirus comes to Cucuta,
https://factcheck.afp.com/chinese-spies-did-not-steal-deadly-coronavirus-canada,31-01-2020,,FALSE,AFP Fact Check,The coronavirus was created in Canada and stolen by Chinese spies,multiple sources
https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-imagens-de-mercado-de-animais-sao-da-indonesia-e-nao-da-china/,31-01-2020,31-01-2020,FALSE,Política - Estadão,Video shows where market began the new epidemic coronavirus,rumors of social networks
https://factual.afp.com/la-fundacion-de-bill-gates-participo-en-un-simulacro-de-pandemia-pero-con-sintomas-comunes-varias,31-01-2020,28-01-2019,MOSTLY FALSE,AFP Factual,Bill Gates Foundation made a mock meeting on the spread of the coronavirus,multiple sources
https://checamos.afp.com/medicos-nao-recomendam-cha-de-erva-doce-para-combater-o-novo-coronavirus,31-01-2020,27-01-2020,FALSE,Checamos,Doctors recommend taking fennel tea to combat coronaviruses,multiple sources
https://www.boomlive.in/fake-news/corpses-strewn-on-chinas-streets-after-outbreak-of-coronavirus-a-factcheck-6730,31-01-2020,31-01-2020,FALSE,BOOM,Image showing deadbodies of those infected with Coronavirus lying on the roads,facebook posts and twitter user
https://factuel.afp.com/non-les-medecins-ne-recommandent-pas-le-au-fenouil-pour-combattre-le-nouveau-coronavirus,31-01-2020,27-01-2020,FALSE,AFP Factuel,Doctors recommend drinking tea with fennel to defeat coronavirus,multiple sources
https://hindi.boomlive.in/fake-news/young-woman-who-collapsed-in-malaysian-supermarket-died-of-heart-failure-not-coronavirus-6724,31-01-2020,31-01-2020,FALSE,बूम,The girl in the video is dropping due to the transition of the corona virus and becomes his death,facebook pages
https://evrimagaci.org/wuhan-koronavirusu-gibi-virusler-insan-eliyle-uretilmis-ve-biyoteror-amacli-kullanilmis-olabilir-mi-8237,31-01-2020,20-06-2016,MOSTLY FALSE,Evrim Ağacı,Wuhan coronavirus is a biyosilah produced by the US. It was released deliberately to China and a bioterror agent. This type of research is being done and viruses are always being changed by human hands. This is a step towards economic harm to China.,miscellaneous resources
https://factcheck.afp.com/china-coronavirus-singapore-denies-it-closed-subway-station-after-novel-coronavirus-discovery,31-01-2020,27-01-2020,FALSE,AFP Fact Check,Singapore shut down train station for disinfection after novel coronavirus case,multiple sources
https://factcheck.afp.com/china-coronavirus-pakistani-officials-deny-they-issued-warning-over-dangers-eating-goat-meat,31-01-2020,28-01-2020,FALSE,AFP Fact Check,Pakistan issues warning against eating goat following coronavirus outbreak,multiple sources
https://teyit.org/koronaviruse-yakalanan-bir-kisinin-14-kisiyi-daha-enfekte-ettigi-iddiasi/,31-01-2020,25-01-2020,FALSE,Teyit.org,"CLAIM: coronavirus has mutated. A person caught the virus, around 14 people are infected and more treatment is not possible.",social media
https://factcheck.afp.com/china-coronavirus-australian-authorities-refute-hoax-about-contaminated-foods-and-locations,31-01-2020,27-01-2020,FALSE,AFP Fact Check,List of food and Australian suburbs contaminated by coronavirus,multiple sources
https://factcheck.afp.com/china-coronavirus-australia-refutes-claims-travel-warning-was-issued-queensland-suburbs,31-01-2020,26-01-2020,FALSE,AFP Fact Check,"The Queensland government issued a warning over the novel coronavirus against Wuhan, China, and Queensland suburbs with large Chinese population",multiple sources
https://www.factcheck.org/2020/01/no-clorox-and-lysol-didnt-already-know-about-new-coronavirus/,31-01-2020,29-01-2020,FALSE,FactCheck.org,"""[T]he label of the popular Lysol already show that the product Kill the Coronavirus, so that means that this Virus is nothing new.”",social media posts
https://www.altnews.in/no-homeopathic-drug-arsenicum-album-30-cannot-prevent-coronavirus-infection-as-claimed-by-ayush-ministry/,31-01-2020,20-06-2016,FALSE,Alt News,Homeopathic drug ‘Arsenicum album 30’ can prevent Coronavirus infection,ministry of ayush
https://www.newtral.es/china-no-ha-construido-un-hospital-en-48-horas-para-atender-a-pacientes-del-coronavirus-lleva-en-construccion-desde-2018/20200131/,31-01-2020,,FALSE,Newtral,China has not built a hospital within 48 hours to care for patients of the Coronavirus has been under construction since 2018,
https://www.newtral.es/el-departamento-de-salud-de-canada-no-ha-aconsejado-mantener-la-garganta-humeda-para-evitar-el-contagio-del-coronavirus/20200131/,31-01-2020,,FALSE,Newtral,The Department of Health Canada has not advised to keep the throat moist to prevent the spread of the Coronavirus,
https://www.animalpolitico.com/elsabueso/patentes-nuevo-coronavirus-bill-gates/,31-01-2020,31-01-2020,FALSE,Animal Político,Patent coronavirus is owned by United States,
https://cekfakta.com/focus/3567,31-01-2020,,MOSTLY FALSE,Cekfakta,[ONE] Corona Virus Already Got Shah Alam Selangor,
