Url,Title,ReviewDate,ClaimDate,Labels,LanguageCode,PublisherName,Text_en,Claimant_en
https://teyit.org/koronavirusun-asisini-buldugu-iddia-edilen-turk-doktor/,Koronavirüsün aşısını bulduğu iddia edilen Türk doktor,28/01/2020,27/01/2020,FALSE,tr,Teyit.org,"CLAIM: Photographs, which improves the coronavirus vaccine in the United States shows Turkish doctor.",multiple social media
https://factuel.afp.com/nouveau-coronavirus-attention-aux-fausses-captures-decran-sur-les-reseaux-sociaux,Nouveau coronavirus : attention aux fausses captures d'écran sur les réseaux sociaux,28/01/2020,27/01/2020,FALSE,fr,AFP Factuel,A case of coronavirus in a clinic in Agen,multiple sources
https://correctiv.org/faktencheck/medizin-und-gesundheit/2020/01/28/nein-bill-gates-hat-kein-patent-auf-das-neue-coronavirus-oder-den-ausbruch-mit-65-millionen-toten-vorhergesagt/,,28/01/2020,,PARTIALLY FALSE,de,Correctiv,"There are patents on the current coronavirus, among others Bill Gates has one and he has also predicted the outbreak.",Unknown Source
https://checamos.afp.com/o-coronavirus-que-afeta-china-nao-foi-criado-pelos-eua-patente-citada-como-prova-e-para-tipo,O coronavírus que afeta a China não foi criado pelos EUA; patente citada como prova é para tipo diferente do vírus,28/01/2020,24/01/2020,FALSE,pt,Checamos,This patent proves that the US government created the coronavirus which currently affects China,multiple sources
https://factuel.afp.com/une-solution-saline-permet-de-contrer-le-coronavirus-chinois-des-experts-et-loms-refutent,Une solution saline permet de contrer le coronavirus chinois ? Des experts et l'OMS réfutent,28/01/2020,22/01/2021,FALSE,fr,AFP Factuel,Drinking saline solution can protect you from coronavirus that broke out in Wuhan,multiple sources
https://teyit.org/fotografin-koronavirus-tasiyan-birinin-kolunu-gosterdigi-iddiasi/,Fotoğrafın koronavirüs taşıyan birinin kolunu gösterdiği iddiası,28/01/2020,23/01/2020,FALSE,tr,Teyit.org,CLAIM: Photo shows a person's arm carrying coronaviruses.,twitter users
https://www.boomlive.in/health/can-avoiding-ice-creams-and-cold-drinks-for-90-days-prevent-coronavirus-6689,Can Avoiding Ice Creams And Cold Drinks For 90 Days Prevent Coronavirus?,28/01/2020,28/01/2020,FALSE,en,BOOM,Avoid ice cream and cold drinks for 90 days to avoid Coronavirus,multiple social media
https://teyit.org/koronavirusun-panzehirinin-uzum-sirkesi-oldugu-iddiasi/,Koronavirüsün panzehirinin üzüm sirkesi olduğu iddiası,28/01/2020,,FALSE,tr,Teyit.org,CLAIM: Grape Vinegar sees the antidote to function against coronaviruses.,news media
https://factuel.afp.com/ce-marche-nest-pas-celui-ou-est-apparu-le-coronavirus-en-chine-mais-un-marche-indonesien,"Ce marché n'est pas celui où est apparu le coronavirus en Chine, mais un marché indonésien",28/01/2020,26/01/2020,FALSE,fr,AFP Factuel,The market in China where the coronavirus appeared,multiple sources
https://www.boomlive.in/health/false-this-video-does-not-show-effects-of-coronavirus-6685,False: This Video Does Not Show Effects Of Coronavirus,28/01/2020,28/01/2020,FALSE,en,BOOM,Video Shows Effects Of Coronavirus,facebook users
https://www.politifact.com/factchecks/2020/jan/28/blog-posting/websites-spin-conspiracy-theory-about-coronavirus-/,"Websites spin unproven link between Canada, China about coronavirus outbreak",28/01/2020,26/01/2020,FALSE,en,PolitiFact,"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""",bloggers
https://www.politifact.com/factchecks/2020/jan/28/blog-posting/no-evidence-chinese-officials-will-say-coronavirus/,No evidence that Chinese officials will say coronavirus was leaked from a lab,28/01/2020,25/01/2020,FALSE,en,PolitiFact,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""",bloggers
https://www.factcheck.org/2020/01/coronavirus-wasnt-sent-by-spy-from-canada/,Coronavirus Wasn't Sent by 'Spy' From Canada,28/01/2020,25/01/2020,FALSE,en,FactCheck.org,"“A husband and wife Chinese spy team were recently removed from a Level 4 Infectious Disease facility in Canada for sending pathogens to the Wuhan facility.""",viral meme
https://www.boomlive.in/health/hoax-alert-viral-emergency-notification-on-coronavirus-is-fake-6682,Hoax Alert: Viral 'Emergency Notification' On Coronavirus Is Fake,28/01/2020,28/01/2020,FALSE,en,BOOM,Ministry of Healths emergency notification to public for coronavirus,multiple social media
https://www.newtral.es/no-hay-ninguna-alerta-de-coronavirus-en-madrid-valencia-o-barcelona-lo-difunde-una-cuenta-falsa-de-twitter-que-se-hace-pasar-por-el-pais/20200128/,"No hay alerta de coronavirus en Madrid, Valencia y Barcelona: la difunde un tuit falso que se hace pasar por El País | Newtral",28/01/2020,,FALSE,es,Newtral,"Alert coronavirus in Madrid, Valencia and Barcelona",Unknown Source
https://factcheck.aap.com.au/social-media-claims/saudi-mers-vaccine-study-is-not-related-to-2020-coronavirus-outbreak,Saudi MERS vaccine study is not related to 2020 coronavirus outbreak,28/01/2020,25/01/2020,FALSE,en,AAP FactCheck - Australian Associated Press,"A post seeks to link a Saudi Arabian MERS vaccine study to the current coronavirus outbreak that originated in Wuhan, China.",Unknown Source
https://cekfakta.com/focus/3560,[SALAH] Air Rebusan Bawang Putih Menyembuhkan Virus Corona,28/01/2020,,PARTIALLY FALSE,id,Cekfakta,[ONE] Air Stew Garlic Cure Corona Virus,Unknown Source
https://www.newtral.es/coronavirus-el-video-que-dice-mostrar-imagenes-del-mercado-de-wuhan-esta-grabado-en-indonesia/20200128/,Coronavirus: El vídeo que dice mostrar imágenes del mercado de Wuhan está grabado en Indonesia | Newtral,28/01/2020,,FALSE,es,Newtral,Coronavirus: video market Wuhan,Unknown Source
https://cekfakta.tempo.co/fakta/582/fakta-atau-hoaks-benarkah-pasien-virus-corona-wuhan-bisa-sembuh-dengan-minum-air-bawang-putih,[Fakta atau Hoaks] Benarkah Pasien Virus Corona Wuhan Bisa Sembuh dengan Minum Air Bawang Putih?,28/01/2020,27/01/2020,PARTIALLY FALSE,id,Cek Fakta Tempo.co,Patients infected with 2019-nCoV Corona virus can be cured by drinking boiled water garlic,facebook users
https://cekfakta.com/focus/3558,[SALAH] Korelasi Video Anak Disuapi Berudu Hidup dengan Virus Corona,28/01/2020,,PARTIALLY FALSE,id,Cekfakta,[ONE] Tadpoles fed Correlation Video Children Living with Corona Virus,Unknown Source
https://www.newtral.es/es-falso-que-haya-informes-sobre-mas-de-10-000-muertos-en-wuhan-a-causa-del-coronavirus/20200129/,Es falso que haya informes sobre más de 10.000 muertos en Wuhan a causa del Coronavirus | Newtral,29/01/2020,,FALSE,es,Newtral,"There are reports of more than 10,000 dead in Wuhan because of the Coronavirus",Unknown Source
https://factual.afp.com/el-nuevo-coronavirus-no-fue-creado-en-eeuu-las-patentes-citadas-modo-de-prueba-no-corresponden-al,"El nuevo coronavirus no fue creado en EEUU, las patentes citadas a modo de prueba no corresponden al 2019-nCoV",29/01/2020,22/01/2020,FALSE,es,AFP Factual,Coronavirus was created by the US CDC Patent,multiple sources
https://teyit.org/the-simpsons-cinde-ortaya-cikan-koronavirusu-onceden-bildi-mi/,The Simpsons Çin'de ortaya çıkan koronavirüsü önceden bildi mi?,29/01/2020,27/01/2020,FALSE,tr,Teyit.org,CLAIM: I already know the sequence of The Simpsons is the coronavirus outbreak in China.,news media
https://teyit.org/koronavirusun-2018de-venom-filminde-anlatildigi-iddiasi/,Koronavirüsün 2018'de Venom filminde anlatıldığı iddiası,29/01/2020,28/01/2020,FALSE,tr,Teyit.org,CLAIM: coronavirus told Venom movie shot in 2018.,multiple social media
https://piaui.folha.uol.com.br/lupa/2020/01/29/verificamos-resident-evil/,#Verificamos: Empresa chinesa com logo 'inspirado' no game Resident Evil não tem relação com coronavírus | Agência Lupa,29/01/2020,29/01/2020,FALSE,pt,Uol,Left - The symbol of the company where the coronavirus is expressed. Right - Umbrella Corporation in Resident Evil with the damn virus 'C' which spread Racoon City. And 'Racoon' is an anagram of CORONA. What world!,facebook users
https://politica.estadao.com.br/blogs/estadao-verifica/paciente-com-coronavirus-nao-morde-cuidado-com-os-boatos/,Paciente com coronavírus não morde: cuidado com os boatos,29/01/2020,29/01/2020,FALSE,pt,Política - Estadão,Patient medical coronavirus bit jugular in the United States,multiple social media
https://factuel.afp.com/ce-ne-sont-pas-des-passants-frappes-par-le-nouveau-coronavirus-en-chine-mais-une-performance,,29/01/2020,29/01/2020,FALSE,fr,AFP Factuel,"A street scene in ""China Now""",montacer farah
https://hindi.boomlive.in/fake-news/hoax-alert-viral-emergency-notification-on-coronavirus-is-fake-6698,झूठ: कोरोनावायरस पर वायरल 'आपातकालीन अधिसूचना' फ़र्ज़ी है | Hoax Alert: Viral 'Emergency Notification' On Coronavirus Is Fake,29/01/2020,29/01/2020,TRUE,hi,BOOM,Healthy Ministry has issued an advisory to the security of coronavirus,multiple social media
https://www.factcheck.org/2020/01/new-coronavirus-wasnt-predicted-in-simulation/,New Coronavirus Wasn't 'Predicted' In Simulation,29/01/2020,24/01/2020,FALSE,en,FactCheck.org,“BILL AND MELINDA GATES FOUNDATION & OTHERS PREDICTED UP TO 65 MILLION DEATHS VIA CORONAVIRUS — IN SIMULATION RAN 3 MONTHS AGO!”,infowars
https://bangla.boomlive.in/health/coronavirus-patented-why-social-media-posts-are-misleading-6694,করোনাভাইরাসের পেটেন্ট রয়েছে? সোশাল মিডিয়ার পোস্টগুলি কেন বিভ্রান্তিকর | Coronavirus Patented? Why Social Media Posts Are Misleading,29/01/2020,29/01/2020,PARTIALLY FALSE,bn,BOOM,The coronavirus is the US Patent,multiple social media
https://periksafakta.afp.com/video-ini-menunjukkan-pasar-langowan-di-indonesia-bukan-pasar-di-wuhan-tiongkok-di-mana-virus-corona,"Video ini menunjukkan Pasar Langowan di Indonesia -- bukan pasar di Wuhan, Tiongkok, di mana virus corona yang baru diduga berasal",29/01/2020,27/01/2020,FALSE,id,Periksa Fakta,"Market in Wuhan, a city in China, where a new corona virus originated",various sources
https://cekfakta.com/focus/3565,[SALAH] Coronavirus Memiliki Paten,29/01/2020,,PARTIALLY FALSE,id,Cekfakta,[ONE] Coronavirus Have Patents,Unknown Source
https://www.boatos.org/mundo/coronavirus-28-milhoes-infectados-matou-112-mil-pessoas-china.html,"Coronavírus tem 2,8 milhões de infectados e matou 112 mil pessoas na China #boato",29/01/2020,,FALSE,pt,Boatos.org,Most urgent: 2.8 million INFECTED coronavirus China (112 thousand deaths already) HIDING media.,multiple social media
https://factly.in/no-the-girl-in-the-video-has-not-died-due-to-coronavirus/,"No, the girl in the video has not died due to Coronavirus.",29/01/2020,28/01/2020,FALSE,en,Factly,A girl dying of Coronavirus.,multiple social media
https://cekfakta.tempo.co/fakta/586/fakta-atau-hoaks-benarkah-kemenkes-imbau-untuk-cegah-virus-corona-dengan-minum-air-hangat,[Fakta atau Hoaks] Benarkah Kemenkes Imbau untuk Cegah Virus Corona dengan Minum Air Hangat?,29/01/2020,27/01/2020,PARTIALLY FALSE,id,Cek Fakta Tempo.co,Ministry of Health issued an appeal to prevent the Corona virus infection by drinking warm water,facebook users
https://www.altnews.in/video-of-parasite-removal-from-a-persons-lip-falsely-linked-with-coronavirus/,Video of parasite removal from a person's lip falsely linked with Coronavirus,29/01/2020,20/06/2016,FALSE,en,Alt News,Corona virus video of worm removed from lipq,multiple social media
https://youturn.in/factcheck/corona-virus-whatsapp-forward.html,கொரோனா வைரஸ் குறித்து வைரலாகும் போலி எச்சரிக்கை அறிக்கை,29/01/2020,,FALSE,ta,YouTurn,"Most Urgent,Very Serious, Important information📣

Ministry of health’s emergency notification to the public that the Coronavirus influenza outbreak this time is very very serious & fatal. There's no cure once you are infected.
Its spreading from China to various countries

Prevention method is to keep your throat moist, do not let your throat dry up. Thus do not hold your thirst because once your membrane in your throat is dried, the virus will invade into your body within 10 mins.
Drink 50-80cc warm water, 30-50cc for kids, according to age. Everytime u feel your throat is dry, do not wait, keep water in hand. Do not drink plenty at one time as it doesn’t help, instead continue to keep throat moist.
Till end of March 2020, do not go to crowded places, wear mask as needed especially in train or public transportation Avoid fried or spicy food and load up vitamin C.
The symptoms/ description are
1.repeated high fever
2.prolonged coughing after fever
3.Children are prone
4.Adults usually feel uneasy,*headache and mainly respiratory related
5: highly contagious🚨
Please share..!🙏😇",facebook users
https://cekfakta.com/focus/3562,"[SALAH] “Diduga Terjangkit Virus Corona, Satu Pasien RS Doris Sylvanus Diisolasi”",29/01/2020,,PARTIALLY FALSE,id,Cekfakta,"[ONE] ""Allegedly Infected by Viruses Corona, The Doris Sylvanus Hospital Patient Insulated""",Unknown Source
https://namibiafactcheck.org.na/report/false-viral-message-about-coronavirus-is-a-global-hoax/,FALSE: Viral message about coronavirus is a global hoax,29/01/2020,,FALSE,en,Namibia Fact Check,"Most Urgent,Very Serious, Important information*📣 Ministry of health’s emergency notification to the public that the Coronavirus influenza outbreak this time is very very serious & fatal. There's no cure once you are infected. Its spreading from China to various countries Prevention method is to keep your throat moist, do not let your throat dry up. Thus do not hold your thirst because once your membrane in your throat is dried, the virus will invade into your body within 10 mins. Drink 50-80cc warm water, 30-50cc for kids, according to age. Everytime u feel your throat is dry, do not wait, keep water in hand. Do not drink plenty at one time as it doesn’t help, instead continue to keep throat moist. Till end of March 2020, do not go to crowded places, wear mask as needed especially in train or public transportation Avoid fried or spicy food and load up vitamin C. The symptoms/ description are 1.repeated high fever 2.prolonged coughing after fever 3.Children are prone 4.Adults usually feel uneasy,*headache and mainly respiratory related 5: highly contagious🚨 Pls share if you care for human life!",multiple social media
https://factly.in/keep-your-throat-moist-advisory-message-on-coronavirus-was-not-issued-by-the-health-ministry/,Keep your throat moist' advisory message on Coronavirus was not issued by the Health Ministry.,29/01/2020,28/01/2020,FALSE,en,FACTLY,Health Ministry's emergency notification asks people to keep their throat moist to prevent the Coronavirus attack.,multiple social media
https://cekfakta.tempo.co/fakta/583/fakta-atau-hoaks-benarkah-ini-video-kepanikan-warga-cina-karena-virus-corona,[Fakta atau Hoaks] Benarkah Ini Video Kepanikan Warga Cina karena Virus Corona?,29/01/2020,24/01/2020,PARTIALLY FALSE,id,Cek Fakta Tempo.co,Videos claimed as video panic among residents of China due to the Corona virus,multiple social media
https://factcheck.aap.com.au/social-media-claims/post-makes-false-claims-about-coronavirus-in-foods-at-train-stations,"Post makes false claims about coronavirus in foods, at train stations",29/01/2020,27/01/2020,FALSE,en,AAP FactCheck - Australian Associated Press,"A Facebook post from January 27, 2020 claims coronavirus has contaminated a list of food products and that several Sydney train stations ""have shown positive readings to the virus"".",Unknown Source
https://www.boatos.org/saude/coronavirus-10-mil-casos-confirmados-brasil-28-milhoes-mundo.html,Coronavírus tem 10 mil casos confirmados Brasil e 28 milhões no mundo #boato,29/01/2020,,FALSE,pt,Boatos.org,URGENT: CHINA virus (coronavirus) infected in 10 MIL BRAZIL (number is higher) media mind. high alert - coronavirus - Global Pandemic - 28 million infected and 156 000 dead,multiple social media
https://cekfakta.tempo.co/fakta/585/fakta-atau-hoaks-benarkah-korban-meninggal-di-wuhan-akibat-virus-corona-mencapai-10-ribu-orang,[Fakta atau Hoaks] Benarkah Korban Meninggal di Wuhan Akibat Virus Corona Mencapai 10 Ribu Orang?,29/01/2020,25/01/2020,PARTIALLY FALSE,id,Cek Fakta Tempo.co,The death toll from the virus in Wuhan Corona reached 10 thousand people,youtube
https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-site-distorce-entrevista-para-sugerir-possibilidade-de-criacao-de-arma-biologica/,Coronavírus: site distorce entrevista para sugerir possibilidade de criação de arma biológica,30/01/2020,30/01/2020,FALSE,pt,Política - Estadão,Coronavirus was created as a biological weapon,multiple social media
https://piaui.folha.uol.com.br/lupa/2020/01/30/verificamos-coronavirus-caidos/,#Verificamos: Foto de pessoas caídas na rua é antiga e não tem relação com o novo coronavírus | Agência Lupa,30/01/2020,30/01/2020,FALSE,pt,Uol,Coronavirus in China! True reality of China! Prevent up friends,facebook users
https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-corrente-de-whatsapp-dissemina-informacoes-falsas-sobre-prevencao/,Coronavírus: corrente de WhatsApp dissemina informações falsas sobre prevenção,30/01/2020,30/01/2020,FALSE,pt,Política - Estadão,Fennel prevents coronavirus,multiple social media
https://teyit.org/cinde-iki-gunde-hastane-insa-edildigi-iddiasi/,Çin'de iki günde hastane inşa edildiği iddiası,30/01/2020,29/01/2020,FALSE,tr,Teyit.org,CLAIM: hospitals in the photo was built in two days to treat coronavirus in China.,multiple social media
https://teyit.org/atasehir-fatih-sultan-mehmet-hastanesinde-koronavirus-tespit-edildigi-iddiasi/,Ataşehir Fatih Sultan Mehmet Hastanesi'nde koronavirüs tespit edildiği iddiası,30/01/2020,28/01/2020,FALSE,tr,Teyit.org,CLAIM: Flat Fatih Sultan Mehmet Hospital coronavirus was detected.,multiple social media
https://factuel.afp.com/non-boire-de-leau-ne-fait-pas-partie-des-mesures-de-prevention-contre-le-coronavirus,"Non, boire de l'eau ne fait pas partie des mesures de prévention contre le coronavirus",30/01/2020,29/01/2020,FALSE,fr,AFP Factuel,Health authorities advise drinking water against the new coronavirus,lesly louis conde
https://hindi.boomlive.in/fake-news/coronavirus-indonesian-market-video-viral-as-wuhan-china-6713,"कोरोनावायरस: इंडोनेशियाई बाज़ार का वीडियो, चीन के वुहान का बता कर किया वायरल",30/01/2020,30/01/2020,FALSE,hi,BOOM,China's Wuhan of that spread the virus from the market where,facebook users
https://bangla.boomlive.in/health/false-this-video-does-not-show-effects-of-coronavirus-6709,মিথ্যে: এই ভিডিও করোনাভাইরাসের প্রতিক্রিয়া দেখাচ্ছে না | False: This Video Does Not Show Effects Of Coronavirus,30/01/2020,30/01/2020,FALSE,bn,BOOM,Video shows coronavirus response,facebook users
https://www.boomlive.in/fake-news/young-woman-who-collapsed-in-malaysian-supermarket-died-of-heart-failure-not-coronavirus-6708,Young Woman Who Collapsed In Malaysian Supermarket Died Of Heart Failure Not Coronavirus,30/01/2020,30/01/2020,FALSE,en,BOOM,Video shows a girl collapsed and died after being infected by Coronavirus,facebook users
https://www.politifact.com/factchecks/2020/jan/30/facebook-posts/clorox-bottles-dont-prove-coronavirus-was-develope/,Clorox bottles don't prove the coronavirus was 'developed' before the outbreak,30/01/2020,28/01/2020,FALSE,en,PolitiFact,"Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",facebook users
https://factcheck.afp.com/sri-lankan-authorities-say-man-suffered-condition-unrelated-novel-coronavirus,Sri Lankan authorities say this man suffered from a condition unrelated to novel coronavirus,30/01/2020,28/01/2020,PARTIALLY FALSE,en,AFP Fact Check,Man infected with coronavirus collapses in Colombo World Trade Center,multiple sources
https://factcheck.kz/health/lozh-koronavirus-vyveden-v-laboratorii-i-zapatentovan-v-ssha/,Ложь | Коронавирус выведен в лаборатории и запатентован в США,30/01/2020,24/01/2020,FALSE,ru,Factcheck.kz,Coronavirus vaccine patented. Patent 2015 already refers to it,Unknown Source
https://www.newtral.es/el-ministerio-de-sanidad-no-ha-emitido-ninguna-notificacion-de-emergencia-sobre-el-coronavirus/20200130/,El ministerio de Sanidad no ha emitido ninguna “notificación de emergencia” sobre el coronavirus | Newtral,30/01/2020,,FALSE,es,Newtral,"The Ministry of Health has issued an ""emergency notification"" on coronavirus",Unknown Source
https://www.newtral.es/el-coronavirus-tambien-es-objeto-de-bulos-la-desinformacion-de-la-neumonia-de-wuhan/20200130/,El coronavirus de Wuhan: epidemia mundial de bulos (I) | Newtral,30/01/2020,,FALSE,es,Newtral,"There are reports of more than 10,000 dead in Wuhan because of the Coronavirus",Unknown Source
https://cekfakta.tempo.co/fakta/587/fakta-atau-hoaks-benarkah-virus-corona-wuhan-hasil-perkawinan-virus-kelelawar-dan-virus-babi,[Fakta atau Hoaks] Benarkah Virus Corona Wuhan Hasil Perkawinan Virus Kelelawar dan Virus Babi?,30/01/2020,26/01/2020,PARTIALLY FALSE,id,Cek Fakta Tempo.co,Corona Virus Wuhan is the marriage of a bat virus and swine virus,facebook users
https://www.20minutes.fr/monde/2707359-20200131-coronavirus-non-fondation-bill-melinda-gates-predit-jusqu-65-millions-deces-lies-souche-chinoise,"Coronavirus : Non, la fondation de Bill et Melinda Gates n’a pas prédit « jusqu’à 65 millions de décès » liés à la souche chinoise",30/01/2020,30/01/2020,PARTIALLY FALSE,fr,20 Minutes,The Bill & Melinda Gates Foundation and others have predicted up to 65 million deaths Coronavirus - In a simulation performed there 3 months!,https://www.nouvelordremondial.cc/2020/01/28/la-fondation-bill-melinda-gates-et-dautres-ont-predit-jusqua-65-millions-de-deces-lies-au-coronavirus-dans-une-simulation-realisee-il-y-a-3-mois
